IATA_code,ICAO_code,AIRPORT_NAME
BGR,KBGR,Bangor International Airport
BGT,,Bagdad Airport (FAA: E51)
BGU,FEFG,Bangassou Airport
BGV,,Bento Gonçalves Airport
BGW,ORBI,Baghdad International Airport
BGX,SBBG,Comandante Gustavo Kraemer Airport
BGY,LIME,Il Caravaggio International Airport (Orio al Serio Airport)
BGZ,LPBR,Braga Airport
BHA,SESV,Los Perales Airport
BHB,KBHB,Hancock County-Bar Harbor Airport
BHD,EGAC,George Best Belfast City Airport
BHE,NZWB,Woodbourne Airport
BHF,SKCP,Bahía Cupica Airport
BHG,,Brus Laguna Airport
BHH,OEBH,Bisha Domestic Airport
BHI,SAZB,Comandante Espora Airport
BHJ,VABJ,Bhuj Airport / Bhuj Rudra Mata Air Force Base
BHK,UTSB,Bukhara International Airport
BHL,,Bahía de los Ángeles Airport
BHM,KBHM,Birmingham–Shuttlesworth International Airport
BHN,OYBN,Beihan Airport
BHO,VABP,Raja Bhoj Airport
BHP,VNBJ,Bhojpur Airport
BHQ,YBHI,Broken Hill Airport
BHR,VNBP,Bharatpur Airport
BHS,YBTH,Bathurst Airport
BHT,,Brighton Downs Airport
BHU,VABV,Bhavnagar Airport
BHV,OPBW,Bahawalpur Airport
BHW,,Bhagatanwala Airport
BHX,EGBB,Birmingham Airport
BHY,ZGBH,Beihai Fucheng Airport
BHZ[1],,metropolitan area3
BIA,LFKB,Bastia – Poretta Airport
BIB,HCMB,Baidoa Airport
BID,KBID,Block Island State Airport
BIE,KBIE,Beatrice Municipal Airport
BIF,KBIF,Biggs Army Airfield
BIG,PABI,Allen Army Airfield
BIH,KBIH,Eastern Sierra Regional Airport
BII,,Bikini Atoll Airport
BIJ,,Biliau Airport
BIK,WABB,Frans Kaisiepo Airport
BIL,KBIL,Billings Logan International Airport
BIM,MYBS,South Bimini Airport
BIN,OABN,Bamyan Airport
BIO,LEBB,Bilbao Airport
BIP,,Bulimba Airport
BIQ,LFBZ,Biarritz Pays Basque Airport
BIR,VNVT,Biratnagar Airport
BIS,KBIS,Bismarck Municipal Airport
BIT,VNBT,Baitadi Airport
BIU,BIBD,Bíldudalur Airport
BIV,FEFR,Bria Airport
BIW,,Billiluna Airport
BIX,KBIX,Keesler Air Force Base
BIY,FABE,Bhisho Airport
BIZ,,Bimin Airport
BJA,DAAE,Soummam – Abane Ramdane Airport
BJB,OIMN,Bojnord Airport
BJC,KBJC,Rocky Mountain Metropolitan Airport
BJD,BIBK,Bakkafjörður Airport
BJE,,Baleela Airport[1]
BJF,ENBS,Båtsfjord Airport
BJG,,Kotamobagu Mopait Airport[1]
BJH,VNBG,Bajhang Airport
BJI,KBJI,Bemidji Regional Airport
BJJ,KBJJ,Wayne County Airport
BJK,WAPK,Benjina Airport (Nangasuri Airport)
BJL,GBYD,Banjul International Airport
BJM,HBBA,Bujumbura International Airport
BJN,,Bajone Airport
BJO,SLBJ,Bermejo Airport
BJP,SBBP,Arthur Siqueira–Bragança Paulista State Airport[1]
BJQ,,Bahja Airport[1]
BJR,HABD,Bahir Dar Airport
BJS[1],,metropolitan area4
BJT,,Bentota River Airport[1]
BJU,VNBR,Bajura Airport
BJV,LTFE,Milas–Bodrum Airport
BJW,WRKB,Bajawa Soa Airport
BJX,MMLO,Del Bajío International Airport (Guanajuato Int'l Airport)
BJY,LYBT,Batajnica Air Base
BJZ,LEBZ,Badajoz Airport (Talavera la Real Air Base)
BKB,VIBK,Nal Airport
BKC,PABL,Buckland Airport (FAA: BVK)
BKD,KBKD,Stephens County Airport
BKE,KBKE,Baker City Municipal Airport
BKF,,Lake Brooks Seaplane Base
BKG,KBBG,Branson Airport (FAA: BBG)
BKH,PHBK,Barking Sands PMRF
BKI,WBKK,Kota Kinabalu International Airport
BKJ,GUOK,Boké Baralande Airport
BKK,VTBS,Suvarnabhumi Airport
BKL,KBKL,Cleveland Burke Lakefront Airport
BKM,WBGQ,Bakelalan Airport
BKN,,Balkanabat Airport[1]
BKO,GABS,Bamako–Sénou International Airport
BKP,YBAW,Barkly Downs Airport
BKQ,YBCK,Blackall Airport
BKR,FTTK,Bokoro Airport
BKS,WIPL,Fatmawati Soekarno Airport
BKT,KBKT,Blackstone Army Airfield (Allen C. Perkinson Airport)
BKU,FMSV,Betioky Airport
BKW,KBKW,Raleigh County Memorial Airport
BKX,KBKX,Brookings Regional Airport
BKY,FZMA,Kavumu Airport
BKZ,HTBU,Bukoba Airport
BLA,SVBC,General José Antonio Anzoátegui International Airport
BLB,MPHO,Panamá Pacífico International Airport (former Howard AFB)
BLC,FKKG,Bali Airport
BLD,,Boulder City Municipal Airport (FAA: 61B)
BLE,ESSD,Dala Airport (Borlänge Airport)
BLF,KBLF,Mercer County Airport
BLG,WBGC,Belaga Airport
BLH,KBLH,Blythe Airport
BLI,KBLI,Bellingham International Airport
BLJ,DABT,Mostépha Ben Boulaid Airport
BLK,EGNH,Blackpool Airport
BLL,EKBI,Billund Airport
BLM,KBLM,Monmouth Executive Airport
BLN,YBLA,Benalla Airport
BLO,BIBL,Blönduós Airport
BLP,SPBL,Huallaga Airport
BLQ,LIPE,Bologna Guglielmo Marconi Airport
BLR,VOBL,Kempegowda International Airport
BLS,YBLL,Bollon Airport
BLT,YBTR,Blackwater Airport
BLU,KBLU,Blue Canyon–Nyack Airport
BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base
BLX,LIDB,Belluno Airport
BLY,EIBT,Belmullet Aerodrome
BLZ,FWCL,Chileka International Airport
BMA,ESSB,Stockholm Bromma Airport
BMB,FZFU,Bumba Airport
BMC,KBMC,Brigham City Airport
BMD,FMML,Belo sur Tsiribihina Airport
BME,YBRM,Broome International Airport
BMF,FEGM,Bakouma Airport
BMG,KBMG,Monroe County Airport
BMH,AYBO,Bomai Airport
BMI,KBMI,Central Illinois Regional Airport
BMJ,SYBR,Baramita Airport
BMK,EDWR,Borkum Airfield
BML,KBML,Berlin Regional Airport
BMM,FOOB,Bitam Airport
BMN,ORBB,Bamarni Airport
BMO,VYBM,Bhamo Airport
BMP,YBPI,Brampton Island Airport
BMQ,,Bamburi Airport
BMR,EDWZ,Baltrum Airport
BMS,SNBU,Socrates Mariani Bittencourt Airport
BMT,KBMT,Beaumont Municipal Airport
BMU,WADB,Sultan Muhammad Salahudin Airport (Bima Airport)
BMV,VVBM,Buon Ma Thuot Airport
BMW,DATM,Bordj Mokhtar Airport
BMX,PABM,Big Mountain Air Force Station (FAA: 37AK)
BMY,NWWC,Île Art – Waala Airport
BMZ,AYBF,Bamu Airport
BNA,KBNA,Nashville International Airport
BNB,FZGN,Boende Airport
BNC,FZNP,Beni Airport
BND,OIKB,Bandar Abbas International Airport
BNE,YBBN,Brisbane Airport
BNF,,Warm Springs Bay Seaplane Base
BNG,KBNG,Banning Municipal Airport
BNI,DNBE,Benin Airport
BNK,YBNA,Ballina Byron Gateway Airport
BNL,KBNL,Barnwell Regional Airport
BNM,AYBD,Bodinumu Airport
BNN,ENBN,"Brønnøysund Airport, Brønnøy"
BNO,KBNO,Burns Municipal Airport
BNP,OPBN,Bannu Airport
BNQ,,Baganga Airport
BNR,DFOB,Banfora Airport
BNS,SVBI,Barinas Airport
BNT,AYDI,Bundi Airport
BNU,SSBL,Blumenau Airport
BNV,,Boana Airport
BNW,KBNW,Boone Municipal Airport
BNX,LQBK,Banja Luka International Airport
BNY,AGGB,Bellona/Anua Airport
BNZ,,Banz Airport
BOA,FZAJ,Boma Airport
BOB,NTTB,Bora Bora Airport (Motu Mute Airport)
BOC,MPBO,"Bocas del Toro ""Isla Colón"" International Airport"
BOD,LFBD,Bordeaux–Mérignac Airport
BOE,FCOB,Boundji Airport
BOG,SKBO,El Dorado International Airport
BOH,EGHH,Bournemouth Airport
BOI,KBOI,Boise Air Terminal (Gowen Field)
BOJ,LBBG,Burgas Airport
BOK,KBOK,Brookings Airport
BOL,EGQB,Ballykelly Airfield (RAF Ballykelly)
BOM,VABB,Chhatrapati Shivaji International Airport
BON,TNCB,Flamingo International Airport
BOO,ENBO,Bodø Airport
BOP,FEFO,Bouar Airport
BOQ,,Boku Airport
BOS,KBOS,Logan International Airport
BOT,AYET,Bosset Airport
BOU,LFLD,Bourges Airport
BOV,,Boang Island Airport
BOW,KBOW,Bartow Municipal Airport
BOX,YBRL,Borroloola Airport
BOY,DFOO,Bobo Dioulasso Airport
BOZ,FEGZ,Bozoum Airport
BPB,,Boridi Airport
BPC,FKKV,Bamenda Airport
BPD,AYBP,Bapi Airport
BPE,ZBDH,Qinhuangdao Beidaihe Airport
BPF,AGBT,Batuna Airport
BPG,SBBW,Barra do Garças Airport
BPH,RPMF,Bislig Airport
BPI,KBPI,Miley Memorial Field
BPK,AYBQ,Biangabip Airport
BPL,ZWBL,Bole Alashankou Airport
BPM,VOHY,Begumpet Airport
BPN,WALL,Sultan Aji Muhammad Sulaiman Airport
BPS,SBPS,Porto Seguro Airport
BPT,KBPT,Jack Brooks Regional Airport
BPX,ZUBD,Qamdo Bamda Airport
BPY,FMNQ,Besalampy Airport
BQA,RPUR,Dr. Juan C. Angara Airport
BQB,YBLN,Busselton Margaret River Airport
BQE,GGBU,Bubaque Airport
BQG,UHNB,Bogorodskoye Airport[1]
BQH,EGKB,London Biggin Hill Airport
BQI,,Bagani Airport[1]
BQJ,,Batagay Airport
BQK,KBQK,Brunswick Golden Isles Airport
BQL,YBOU,Boulia Airport
BQN,TJBQ,Rafael Hernández Airport
BQO,DIBN,Tehini Airport
BQQ,SNBX,Barra Airport
BQS,UHBB,Ignatyevo Airport
BQT,UMBB,Brest Airport
BQU,TVSB,J. F. Mitchell Airport
BQV,,Bartlett Cove Seaplane Base
BQW,YBGO,Balgo Hill Airport
BRA,SNBR,Barreiras Airport
BRB,SBRR,Barreirinhas Airport
BRC,SAZS,San Carlos de Bariloche Airport
BRD,KBRD,Brainerd Lakes Regional Airport
BRE,EDDW,Bremen Airport
BRH,,Brahman Airport
BRI,LIBD,Bari Karol Wojtyła Airport
BRJ,,Bright Airport
BRK,YBKE,Bourke Airport
BRL,KBRL,Southeast Iowa Regional Airport
BRM,SVBM,Jacinto Lara International Airport
BRN,LSZB,Bern Airport
BRO,KBRO,Brownsville/South Padre Island International Airport
BRP,AYBR,Biaru Airport
BRQ,LKTB,Brno–Tuřany Airport
BRR,EGPR,Barra Airport
BRS,EGGD,Bristol Airport
BRT,YBTI,Bathurst Island Airport
BRU,EBBR,Brussels Airport (Zaventem Airport)
BRV,EDWB,Bremerhaven Airport
BRW,PABR,Wiley Post–Will Rogers Memorial Airport
BRX,MDBH,María Montez International Airport
BRY,KBRY,Samuels Field
BSA,HCMF,Bender Qassim International Airport
BSB,SBBR,Brasília International Airport (Presidente J. Kubitschek Int'l Airport)
BSC,SKBS,José Celestino Mutis Airport
BSD,ZPBS,Baoshan Yunduan Airport
BSE,WBGN,Sematan Airport
BSF,PHSF,Bradshaw Army Airfield
BSG,FGBT,Bata Airport
BSI,RPLE,Balesin Airport
BSJ,YBNS,Bairnsdale Airport
BSK,DAUB,Biskra Airport
BSL,LFSB,EuroAirport Basel-Mulhouse-Freiburg
BSM,OINJ,Bishe Kola Air Base
BSN,FEFS,Bossangoa Airport
BSO,RPUO,Basco Airport
BSP,AYBH,Bensbach Airport
BSQ,,Bisbee Municipal Airport (FAA: P04)
BSR,ORMM,Basra International Airport
BSS,SNBS,Balsas Airport
BST,OABT,Bost Airport
BSU,FZEN,Basankusu Airport
BSV,,Besakoa Airport[1]
BSW,,Boswell Bay Airport (FAA: AK97)
BSX,VYPN,Pathein Airport
BSY,HCMD,Bardera Airport
BTA,FKKO,Bertoua Airport
BTB,FCOT,Bétou Airport
BTC,VCCB,Batticaloa Airport
BTD,,Brunette Downs Airport
BTE,GFBN,Sherbro International Airport
BTF,KBTF,Skypark Airport
BTG,FEGF,Batangafo Airport
BTH,WIDD,Hang Nadim Airport
BTI,PABA,Barter Island LRRS Airport
BTJ,WITT,Sultan Iskandar Muda International Airport
BTK,UIBB,Bratsk Airport
BTL,KBTL,W. K. Kellogg Airport
BTM,KBTM,Bert Mooney Airport
BTN,KBBP,Marlboro County Jetport (FAA: BBP)
BTO,,Botopasi Airstrip
BTP,KBTP,Butler County Airport (K.W. Scholter Field)
BTQ,HRYI,Butare Airport
BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field)
BTS,LZIB,M. R. Štefánik Airport
BTT,PABT,Bettles Airport
BTU,WBGB,Bintulu Airport
BTV,KBTV,Burlington International Airport
BTW,WAOC,Batu Licin Airport
BTX,YBEO,Betoota Airport
BTY,KBTY,Beatty Airport
BUA,AYBK,Buka Island Airport
BUB,KBUB,Cram Field
BUC,YBKT,Burketown Airport
BUD,LHBP,Budapest Ferenc Liszt International Airport
BUE[1],,metropolitan area5
BUF,KBUF,Buffalo Niagara International Airport
BUG,FNBG,Benguela Airport (Gen. V. Deslandes Airport)
BUH[1],,metropolitan area6
BUI,WAJB,Bokondini Airport
BUJ,DAAD,Bou Saada Airport
BUK,,Albuq Airport
BUL,AYBU,Bulolo Airport
BUM,KBUM,Butler Memorial Airport
BUN,SKBU,Gerardo Tobar López Airport
BUO,HCMV,Burao Airport
BUP,VIBT,Bathinda Airport (Bhisiana Air Force Station)
BUQ,FVBU,Joshua Mqabuko Nkomo International Airport
BUR,KBUR,Bob Hope Airport
BUS,UGSB,Batumi International Airport (Alexander Kartveli Batumi Int'l Airport)
BUT,VQBT,Bathpalathang Airport
BUU,WIPI,Muara Bungo Airport
BUV,SUBU,Placeres Airport
BUW,WAWB,Betoambari Airport
BUX,FZKA,Bunia Airport
BUY,YBUN,Bunbury Airport
BUZ,OIBB,Bushehr Airport
BVA,LFOB,Beauvais–Tillé Airport
BVB,SBBV,Boa Vista International Airport
BVC,GVBA,Aristides Pereira International Airport (Rabil Airport)
BVE,LFSL,Brive–Souillac Airport
BVF,NFNU,Dama Airport
BVG,ENBV,Berlevåg Airport
BVH,SBVH,Vilhena Airport (Brigadeiro Camarão Airport)
BVI,YBDV,Birdsville Airport
BVJ,USDB,Bovanenkovo Airport
BVK,SLHJ,Huacaraje Airport
BVL,SLBU,Baures Airport
BVM,SNBL,Belmonte Airport
BVO,KBVO,Bartlesville Municipal Airport
BVP,,Bolovip Airport
BVR,GVBR,Esperadinha Airport
BVS,SNVS,Breves Airport
BVU,PABG,Beluga Airport (FAA: BLG)
BVV,UHSB,Burevestnik Airport[1]
BVW,,Batavia Downs Airport
BVX,KBVX,Batesville Regional Airport
BVY,KBVY,Beverly Municipal Airport
BVZ,YBYS,Beverley Springs Airport
BWA,VNBW,Gautam Buddha Airport
BWB,YBWX,Barrow Island Airport
BWC,KBWC,Brawley Municipal Airport
BWD,KBWD,Brownwood Regional Airport
BWE,EDVE,Braunschweig–Wolfsburg Airport
BWF,EGNL,Barrow/Walney Island Airport
BWG,KBWG,Bowling Green-Warren County Regional Airport
BWH,WMKB,RMAF Butterworth
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport
BWJ,,Bawan Airport
BWK,LDSB,Bol Airport (Brač Airport)
BWL,KBKN,Blackwell–Tonkawa Municipal Airport[1] (FAA: BKN)
BWM,KBPP,Bowman Municipal Airport (FAA: BPP)
BWN,WBSB,Brunei International Airport
BWO,UWSB,Balakovo Airport
BWP,AYBI,Bewani Airport
BWQ,YBRW,Brewarrina Airport
BWT,YWYY,Burnie Airport
BWU,YSBK,Bankstown Airport
BWW,MUBR,Las Brujas Airport[1]
BWX,WADY,Banyuwangi Airport
BXA,KBXA,George R. Carr Memorial Air Field
BXB,WASO,Babo Airport
BXD,WAKE,Bade Airport
BXE,GOTB,Bakel Airport
BXF,YBEB,Bellburn Airstrip[1]
BXG,YBDG,Bendigo Airport
BXH,UAAH,Balkhash Airport
BXI,DIBI,Boundiali Airport
BXJ,UAAR,Boraldai Airport
BXK,KBXK,Buckeye Municipal Airport
BXL,,Blue Lagoon Seaplane Base
BXM,,Batom Airport
BXN,LTBV,Bodrum-Imsik Airport
BXO,LSZC,Buochs Airport
BXP,EPBP,Biała Podlaska Airport
BXR,OIKM,Bam Airport
BXS,,Borrego Valley Airport (FAA: L08)
BXT,WRLC,PT Badak Bontang Airport
BXU,RPME,Bancasi Airport
BXV,BIBV,Breiðdalsvík Airport
BXX,,Borama Airport
BXY,UAOL,Krayniy Airport
BXZ,AYNS,Bunsil Airport
BYA,,Boundary Airport
BYB,,Dibba Airport
BYC,SLYA,Yacuiba Airport
BYD,OYBI,Al Bayda Airport
BYF,LFAQ,Albert – Picardie Airport[1]
BYG,KBYG,Johnson County Airport
BYH,KBYH,Arkansas International Airport
BYI,KBYI,Burley Municipal Airport
BYJ,LPBJ,Beja Airport
BYK,DIBK,Bouaké Airport
BYL,,Bella Yella Airport
BYM,MUBY,Carlos Manuel de Céspedes Airport
BYN,ZMBH,Bayankhongor Airport
BYO,SBDB,Bonito Airport[1]
BYP,YBRY,Barimunya Airport
BYQ,WALV,Bunyu Airport
BYR,EKLS,Læsø Airport
BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin)
BYT,EIBN,Bantry Aerodrome
BYU,EDQD,Bindlacher Berg Airport
BYV,,Beira Lake Seaplane Base[1]
BYW,,Blakely Island Airport (FAA: 38WA)
BYX,,Baniyala Airport
BZA,MNBZ,San Pedro Airport
BZB,,Bazaruto Island Airport
BZC,SBBZ,Umberto Modiano Airport
BZD,YBRN,Balranald Airport
BZE,MZBZ,Philip S. W. Goldson International Airport
BZF,,Benton Field[1]
BZG,EPBY,Bydgoszcz Ignacy Jan Paderewski Airport
BZH,,Bumi Hills Airstrip[1]
BZI,LTBF,Balıkesir Airport (Merkez Airport)
BZK,UUBP,Bryansk International Airport
BZL,VGBR,Barisal Airport
BZM,,Bemolanga Airport[1]
BZN,KBZN,Bozeman Yellowstone International Airport (Gallatin Field)
BZO,LIPB,Bolzano Airport
BZP,,Bizant Airport
BZR,LFMU,Béziers Cap d'Agde Airport
BZT,,Eagle Air Park[1]
BZU,FZKJ,Buta Zega Airport
BZV,FCBB,Maya-Maya Airport
BZX,,Bazhong Enyang Airport
BZY,LUBL,Bălți International Airport
BZZ,EGVN,RAF Brize Norton
CAA,MHCA,Catacamas Airport
CAB,FNCA,Cabinda Airport
CAC,SBCA,Cascavel Airport (Adalberto Mendes da Silva Airport)
CAD,KCAD,Wexford County Airport
CAE,KCAE,Columbia Metropolitan Airport
CAF,SWCA,Carauari Airport
CAG,LIEE,Cagliari Elmas Airport
CAH,VVCM,Cà Mau Airport
CAI,HECA,Cairo International Airport
CAJ,SVCN,Canaima Airport
CAK,KCAK,Akron-Canton Airport
CAL,EGEC,Campbeltown Airport / RAF Machrihanish
CAM,SLCA,Camiri Airport
CAN,ZGGG,Guangzhou Baiyun International Airport
CAO,KCAO,Clayton Municipal Airpark
CAP,MTCH,Hugo Chávez International Airport
CAQ,SKCU,Juan H. White Airport
CAR,KCAR,Caribou Municipal Airport
CAS,GMMC,Anfa Airport
CAT,LPCS,Cascais Municipal Aerodrome[1]
CAU,SNRU,Caruaru Airport (Oscar Laranjeiras Airport)
CAV,FNCZ,Cazombo Airport
CAW,SBCP,Bartolomeu Lysandro Airport
CAX,EGNC,Carlisle Lake District Airport
CAY,SOCA,Cayenne – Félix Eboué Airport
CAZ,YCBA,Cobar Airport
CBB,SLCB,Jorge Wilstermann International Airport
CBC,,Cherrabun Airport
CBD,VOCX,Car Nicobar Air Force Base
CBE,KCBE,Greater Cumberland Regional Airport
CBF,KCBF,Council Bluffs Municipal Airport
CBG,EGSC,Cambridge Airport
CBH,DAOR,Boudghene Ben Ali Lotfi Airport
CBI,,Cape Barren Island Airport
CBJ,MDCR,Cabo Rojo Airport
CBK,KCBK,Colby Municipal Airport (Shalz Field)
CBL,SVCB,Tomás de Heres Airport
CBM,KCBM,Columbus Air Force Base
CBN,WICD,Penggung Airport (Cakrabuwana Airport)
CBO,RPMC,Awang Airport
CBP,LPCO,Coimbra Airport
CBQ,DNCA,Margaret Ekpo International Airport
CBR,YSCB,Canberra Airport
CBS,SVON,Oro Negro Airport
CBT,FNCT,Catumbela Airport
CBU,EDCD,Cottbus-Drewitz Airport
CBV,MGCB,Cobán Airport
CBW,SSKM,Campo Mourão Airport
CBX,YCDO,Condobolin Airport
CBY,,Canobie Airport
CCB,KCCB,Cable Airport
CCC,MUCC,Jardines del Rey Airport
CCF,LFMK,Carcassonne Airport
CCG,,Crane County Airport (FAA: E13)
CCH,SCCC,Chile Chico Airfield
CCI,SSCK,Concórdia Airport
CCJ,VOCL,Calicut International Airport
CCK,YPCC,Cocos (Keeling) Islands Airport
CCL,YCCA,Chinchilla Airport
CCM,SBCM,Diomício Freitas Airport
CCN,OACC,Chaghcharan Airport
CCO,SKCI,Carimagua Airport
CCP,SCIE,Carriel Sur International Airport
CCR,KCCR,Buchanan Field Airport
CCS,SVMI,Simón Bolívar International Airport
CCT,,Colonia Catriel Airport
CCU,VECC,Netaji Subhas Chandra Bose International Airport
CCV,NVSF,Craig Cove Airport
CCW,YCWL,Cowell Airport
CCX,SWKC,Cáceres Airport
CCY,KCCY,Northeast Iowa Regional Airport
CCZ,MYBC,Chub Cay International Airport
CDA,YCOO,Cooinda Airport
CDB,PACD,Cold Bay Airport
CDC,KCDC,Cedar City Regional Airport
CDD,,Cauquira Airport
CDE,ZBCD,Chengde Puning Airport
CDG,LFPG,Charles de Gaulle Airport (Roissy Airport)
CDH,KCDH,Harrell Field
CDI,SNKI,Cachoeiro de Itapemirim Airport (Raimundo de Andrade Airport)
CDJ,SBAA,Conceição do Araguaia Airport
CDK,KCDK,George T. Lewis Airport
CDL,,Candle 2 Airport (FAA: AK75)
CDN,KCDN,Woodward Field
CDO,FACD,Cradock Airport
CDP,VOCP,Kadapa Airport
CDQ,YCRY,Croydon Airport
CDR,KCDR,Chadron Municipal Airport
CDS,KCDS,Childress Municipal Airport
CDT,LECS,Castellón–Costa Azahar Airport
CDU,YSCN,Camden Airport
CDV,PACV,Merle K. (Mudhole) Smith Airport
CDW,KCDW,Essex County Airport
CDY,RPMU,Cagayan de Sulu Airport
CEA,KCEA,Cessna Aircraft Field
CEB,RPVM,Mactan–Cebu International Airport
CEC,KCEC,Del Norte County Airport (Jack McNamara Field)
CED,YCDU,Ceduna Airport
CEE,ULWC,Cherepovets Airport
CEF,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base
CEG,EGNR,Hawarden Airport (Chester Airport)
CEH,FWCD,Chelinda Airport
CEI,VTCT,Chiang Rai International Airport (Mae Fah Luang Int'l)
CEK,USCC,Chelyabinsk Airport
CEM,PARL,Central Airport
CEN,MMCN,Ciudad Obregón International Airport
CEO,FNWK,Waco Kungo Airport
CEP,SLCP,Concepción Airport
CEQ,LFMD,Cannes – Mandelieu Airport
CER,LFRC,Cherbourg – Maupertus Airport
CES,YCNK,Cessnock Airport
CET,LFOU,Cholet Le Pontreau Airport
CEU,KCEU,Oconee County Regional Airport
CEV,KCEV,Mettel Field
CEW,KCEW,Bob Sikes Airport
CEX,,Chena Hot Springs Airport (FAA: AK13)
CEY,KCEY,Murray-Calloway County Airport
CEZ,KCEZ,Cortez Municipal Airport
CFB,SBCB,Cabo Frio International Airport
CFC,SBCD,Caçador Airport
CFD,KCFD,Coulter Field
CFE,LFLC,Clermont-Ferrand Auvergne Airport
CFF,FNCF,Cafunfo Airport
CFG,MUCF,Jaime González Airport
CFH,,Clifton Hills Airport
CFI,YCFD,Camfield Airport
CFK,DAOI,Chlef International Airport
CFN,EIDL,Donegal Airport
CFO,,Confresa Airport
CFP,,Carpentaria Downs Airport
CFQ,,Creston Aerodrome[1] (TC: CAJ3)
CFR,LFRK,Caen – Carpiquet Airport
CFS,YCFS,Coffs Harbour Airport
CFT,KCFT,Greenlee County Airport
CFU,LGKR,Corfu International Airport (Ioannis Kapodistrias Int'l Airport)
CFV,KCFV,Coffeyville Municipal Airport
CGA,,Craig Seaplane Base
CGB,SBCY,Marechal Rondon International Airport
CGC,AYCG,Cape Gloucester Airport
CGD,ZGCD,Changde Taohuayuan Airport
CGE,KCGE,Cambridge–Dorchester Airport
CGF,KCGF,Cuyahoga County Airport
CGG,,Casiguran Airport
CGH,SBSP,São Paulo/Congonhas–Deputado Freitas Nobre Airport
CGI,KCGI,Cape Girardeau Regional Airport
CGJ,,Kasompe Airport
CGK,WIII,Soekarno–Hatta International Airport
CGM,RPMH,Camiguin Airport
CGN,EDDK,Cologne Bonn Airport
CGO,ZHCC,Zhengzhou Xinzheng International Airport
CGP,VGEG,Shah Amanat International Airport
CGQ,ZYCC,Changchun Longjia International Airport
CGR,SBCG,Campo Grande International Airport
CGS,KCGS,College Park Airport
CGT,,Chinguetti Airport
CGV,YCAG,Caiguna Airport
CGY,RPMY,Laguindingan Airport
CGZ,KCGZ,Casa Grande Municipal Airport
CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field)
CHB,OPCL,Chilas Airport
CHC,NZCH,Christchurch International Airport
CHF,RKPE,Jinhae Airport
CHG,ZYCY,Chaoyang Airport
CHH,SPPY,Chachapoyas Airport
CHI[1],,metropolitan area2
CHJ,FVCH,Chipinge Airport
CHK,KCHK,Chickasha Municipal Airport
CHL,KLLJ,Challis Airport (FAA: LLJ)
CHM,SPEO,Tnte. FAP Jaime Montreuil Morales Airport
CHN,RKJU,Jeonju Airport
CHO,KCHO,Charlottesville–Albemarle Airport
CHP,,Circle Hot Springs Airport
CHQ,LGSA,"Chania International Airport (""Ioannis Daskalogiannis"")"
CHR,LFLX,"Châteauroux-Centre ""Marcel Dassault"" Airport"
CHS,KCHS,Charleston International Airport / Charleston Air Force Base
CHT,NZCI,Chatham Islands / Tuuta Airport
CHU,PACH,Chuathbaluk Airport (FAA: 9A3)
CHV,LPCH,Chaves Airport
CHX,MPCH,"Changuinola ""Capitán Manuel Niño"" International Airport"
CHY,AGGC,Choiseul Bay Airport
CHZ,,Chiloquin State Airport (FAA: 2S7)
CIA,LIRA,Ciampino–G. B. Pastine International Airport
CIC,KCIC,Chico Municipal Airport
CID,KCID,The Eastern Iowa Airport
CIE,YCOI,Collie Airport
CIF,ZBCF,Chifeng Yulong Airport
CIG,KCAG,Craig–Moffat Airport (FAA: CAG)
CIH,ZBCZ,Changzhi Wangcun Airport
CII,LTBD,Aydın Airport[1] (Çıldır Airport)
CIJ,SLCO,Captain Aníbal Arab Airport
CIK,PACI,Chalkyitsik Airport
CIL,,Council Airport (FAA: K29)
CIM,SKCM,Cimitarra Airport
CIN,KCIN,Arthur N. Neu Airport
CIO,SGCO,Teniente Coronel Carmelo Peralta Airport
CIP,FLCP,Chipata Airport
CIQ,,Chiquimula Airport
CIR,KCIR,Cairo Regional Airport
CIS,PCIS,Canton Island Airport
